airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-24,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,12609
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,12:35:00,1295,1,In-flight meal not included,12373
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,10844
Jet Airways,2019-06-06,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,8016
Air Asia,2019-05-15,Kolkata,Banglore,15:10:00,23:30:00,500,2,No Info,5192
Indigo,2019-03-24,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,8033
Goair,2019-03-24,Kolkata,Banglore,06:35:00,14:25:00,470,1,No Info,4773
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,8586
Indigo,2019-05-18,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,7503
Air India,2019-06-18,Banglore,Delhi,05:45:00,08:45:00,180,0,No Info,6961
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,18:00:00,1500,1,No Info,10624
Jet Airways,2019-03-01,Banglore,Delhi,11:40:00,09:00:00,1280,1,No Info,20800
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1,In-flight meal not included,10844
Multiple Carriers,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,13377
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,10368
Jet Airways,2019-06-12,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
Indigo,2019-06-18,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1,In-flight meal not included,6017
Jet Airways,2019-03-06,Banglore,Delhi,09:45:00,14:25:00,280,1,No Info,16757
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1,In-flight meal not included,12898
Indigo,2019-04-21,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Jet Airways,2019-04-27,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4544
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,14714
Indigo,2019-04-24,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,5065
Air India,2019-06-24,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,6961
Spicejet,2019-05-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Air India,2019-04-03,Delhi,Cochin,12:30:00,09:25:00,1255,1,No Info,5117
Multiple Carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555,1,No Info,8018
Indigo,2019-06-01,Delhi,Cochin,17:05:00,22:25:00,320,1,No Info,7060
Air India,2019-06-12,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,9443
Air India,2019-03-21,Banglore,Delhi,11:50:00,13:00:00,1510,1,No Info,5092
Jet Airways,2019-03-18,Banglore,Delhi,14:05:00,19:10:00,305,1,In-flight meal not included,13502
Indigo,2019-06-06,Delhi,Cochin,07:35:00,12:10:00,275,1,No Info,5458
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,21:00:00,725,1,No Info,8055
Indigo,2019-06-18,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Multiple Carriers,2019-05-15,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,9103
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,04:40:00,585,1,No Info,13941
Indigo,2019-03-03,Delhi,Cochin,08:35:00,21:20:00,765,2,No Info,8049
Goair,2019-06-21,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,12:25:00,1050,1,In-flight meal not included,11087
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1,No Info,13941
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,12898
Air India,2019-04-06,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,5176
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,10031
Multiple Carriers,2019-03-06,Delhi,Cochin,13:55:00,21:00:00,425,1,In-flight meal not included,15136
Indigo,2019-03-03,Banglore,Delhi,00:40:00,03:25:00,165,0,No Info,6144
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:20:00,880,2,No Info,6610
Air India,2019-04-03,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,4227
Spicejet,2019-06-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,01:30:00,910,1,No Info,6795
Jet Airways,2019-03-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4160
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1,In-flight meal not included,10197
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Air India,2019-03-09,Delhi,Cochin,16:55:00,19:15:00,1580,2,No Info,22096
Air India,2019-03-21,Delhi,Cochin,06:10:00,23:00:00,1010,1,No Info,5704
Air India,2019-05-21,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,10975
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1,In-flight meal not included,9314
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
Vistara,2019-04-27,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Indigo,2019-03-15,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,6297
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,04:25:00,610,1,In-flight meal not included,10262
Air India,2019-05-21,Kolkata,Banglore,08:20:00,11:10:00,1610,2,No Info,11222
Indigo,2019-03-09,Banglore,Delhi,05:30:00,08:20:00,170,0,No Info,4777
Spicejet,2019-03-21,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,No Info,3173
Indigo,2019-06-12,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Indigo,2019-03-06,Delhi,Cochin,11:55:00,21:20:00,565,2,No Info,6610
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,12898
Indigo,2019-05-15,Delhi,Cochin,17:10:00,01:30:00,500,1,No Info,6979
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,13941
Indigo,2019-04-24,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Spicejet,2019-05-15,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,4760
Spicejet,2019-03-09,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,6300
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,14714
Vistara,2019-05-27,Banglore,Delhi,19:30:00,22:15:00,165,0,No Info,4878
Air Asia,2019-03-01,Banglore,Delhi,23:25:00,02:10:00,165,0,Red-eye flight,10873
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Spicejet,2019-03-06,Delhi,Cochin,15:55:00,21:55:00,360,1,No Info,9748
Multiple Carriers,2019-03-09,Delhi,Cochin,15:15:00,01:35:00,620,1,No Info,15200
Spicejet,2019-06-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Air India,2019-04-01,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,5176
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4544
Indigo,2019-05-01,Banglore,Delhi,00:30:00,03:25:00,175,0,No Info,4284
Indigo,2019-03-09,Chennai,Kolkata,17:05:00,19:40:00,155,0,No Info,6297
Indigo,2019-04-12,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4990
Air India,2019-06-09,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10441
Indigo,2019-05-01,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4575
Jet Airways,2019-03-09,Delhi,Cochin,13:55:00,04:25:00,870,2,No Info,17229
Indigo,2019-05-01,Delhi,Cochin,21:50:00,03:35:00,345,1,No Info,6349
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,9397
Spicejet,2019-06-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Indigo,2019-06-27,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4804
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,10262
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,5198
Indigo,2019-03-06,Delhi,Cochin,05:05:00,10:05:00,300,1,No Info,7894
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,12373
Goair,2019-05-01,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,3898
Multiple Carriers,2019-06-01,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,11200
Indigo,2019-06-01,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:30:00,1650,3,No Info,13007
Indigo,2019-03-09,Delhi,Cochin,05:05:00,10:05:00,300,1,No Info,8147
Indigo,2019-06-09,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4049
Air India,2019-06-15,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,5228
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1145,1,In-flight meal not included,12898
Indigo,2019-03-21,Delhi,Cochin,16:10:00,22:20:00,370,1,No Info,6528
Multiple Carriers,2019-05-15,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13727
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,6451
Multiple Carriers,2019-03-09,Delhi,Cochin,08:40:00,19:45:00,665,1,No Info,18492
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,11507
Multiple Carriers,2019-06-09,Delhi,Cochin,02:15:00,11:30:00,555,1,No Info,13587
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,12192
Multiple Carriers,2019-03-21,Delhi,Cochin,06:40:00,18:50:00,730,1,No Info,13568
Jet Airways,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1,In-flight meal not included,12239
Spicejet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,18:00:00,1295,1,No Info,14151
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,19:00:00,615,1,No Info,11789
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1,No Info,16079
Indigo,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,6628
Indigo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,5054
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,04:25:00,1365,2,No Info,19266
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,22:35:00,365,1,No Info,14781
Indigo,2019-05-12,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Air India,2019-05-01,Kolkata,Banglore,09:10:00,21:50:00,760,2,No Info,12009
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4544
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,11:30:00,450,1,No Info,14973
Air India,2019-06-24,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,11185
Air India,2019-05-21,Kolkata,Banglore,08:20:00,20:25:00,725,2,No Info,12324
Indigo,2019-04-12,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4174
Indigo,2019-04-06,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Air India,2019-03-27,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,6377
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,16289
Indigo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,4049
Spicejet,2019-06-09,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3919
Vistara,2019-05-27,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6216
Air India,2019-06-06,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,7952
Air India,2019-03-21,Delhi,Cochin,09:45:00,09:25:00,1420,1,No Info,7532
Indigo,2019-05-01,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Indigo,2019-03-06,Delhi,Cochin,09:10:00,01:35:00,985,1,No Info,14871
Multiple Carriers,2019-05-18,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7670
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,12:00:00,1315,1,No Info,14388
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,No Info,12646
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,04:25:00,655,1,No Info,14714
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,No Info,14388
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,13014
Air India,2019-06-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No Info,9416
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Multiple Carriers,2019-05-15,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,8073
Spicejet,2019-05-09,Kolkata,Banglore,15:05:00,20:20:00,315,1,No Info,4963
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,19:50:00,345,1,No Info,14571
Jet Airways,2019-05-15,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Air India,2019-03-03,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,15197
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,No Info,12242
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,2228
Spicejet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,6540
Indigo,2019-04-24,Delhi,Cochin,17:05:00,22:15:00,310,1,No Info,5912
Spicejet,2019-04-06,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Multiple Carriers,2019-03-27,Delhi,Cochin,15:15:00,01:35:00,620,1,No Info,6427
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285,1,In-flight meal not included,9314
Indigo,2019-05-18,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,6347
Indigo,2019-06-09,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Air India,2019-05-24,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6934
Multiple Carriers,2019-06-01,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,13377
Multiple Carriers,2019-05-21,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,16655
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,12:35:00,525,1,No Info,10197
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,11:25:00,990,1,In-flight meal not included,11087
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,04:25:00,1165,1,In-flight meal not included,10262
Air Asia,2019-05-15,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,6752
Air India,2019-05-15,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,10975
Air Asia,2019-05-15,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,3383
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,13:20:00,560,1,No Info,14973
Indigo,2019-03-27,Delhi,Cochin,16:00:00,01:35:00,575,1,No Info,7048
Indigo,2019-06-01,Delhi,Cochin,11:25:00,01:30:00,845,1,No Info,6206
Spicejet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,4319
Indigo,2019-05-27,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Air India,2019-03-21,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,8236
Indigo,2019-05-01,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4392
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,7064
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1,In-flight meal not included,11667
Spicejet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1,In-flight meal not included,7757
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,04:45:00,1335,1,No Info,13759
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1,In-flight meal not included,8925
Air India,2019-05-24,Kolkata,Banglore,09:50:00,08:55:00,1385,2,No Info,15170
Spicejet,2019-06-24,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Vistara,2019-04-21,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6741
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,In-flight meal not included,6643
Goair,2019-05-03,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,4239
Air India,2019-05-12,Kolkata,Banglore,16:45:00,21:05:00,1700,1,No Info,7662
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,17267
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,07:25:00,1495,2,In-flight meal not included,10118
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,6582
Multiple Carriers,2019-06-03,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,10696
Indigo,2019-06-01,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6442
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,04:25:00,610,1,No Info,17024
Spicejet,2019-03-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,3859
Indigo,2019-03-15,Banglore,Delhi,16:55:00,19:45:00,170,0,No Info,8033
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,09:30:00,1475,1,In-flight meal not included,11087
Air India,2019-05-01,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,15532
Indigo,2019-06-03,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,5883
Indigo,2019-03-03,Delhi,Cochin,07:20:00,12:30:00,310,1,No Info,12214
Multiple Carriers,2019-06-06,Delhi,Cochin,08:45:00,19:00:00,615,1,No Info,12524
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,13292
Air Asia,2019-05-21,Delhi,Cochin,07:55:00,22:30:00,875,1,No Info,6152
Jet Airways,2019-06-09,Delhi,Cochin,15:00:00,12:35:00,1295,1,In-flight meal not included,10262
Indigo,2019-03-01,Kolkata,Banglore,20:25:00,23:05:00,160,0,No Info,4778
Multiple Carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,8283
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Indigo,2019-03-09,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,7725
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,20:45:00,1695,1,In-flight meal not included,10844
Air India,2019-05-06,Kolkata,Banglore,10:00:00,01:20:00,920,2,No Info,13873
Indigo,2019-05-24,Kolkata,Banglore,08:10:00,13:00:00,290,1,No Info,5069
Spicejet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Air India,2019-04-01,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,9258
Indigo,2019-04-12,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5224
Indigo,2019-05-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Vistara,2019-06-21,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Indigo,2019-03-21,Banglore,Delhi,07:30:00,12:20:00,290,1,No Info,5694
Indigo,2019-06-15,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6069
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Air India,2019-05-15,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,10651
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,22:05:00,1745,1,No Info,13067
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,04:25:00,1105,1,In-flight meal not included,10262
Air India,2019-06-24,Delhi,Cochin,10:55:00,19:15:00,500,2,No Info,11753
Air India,2019-06-12,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,8603
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,No Info,14571
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,19:15:00,630,1,No Info,8266
Goair,2019-06-12,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,5842
Indigo,2019-05-09,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,6582
Vistara,2019-05-27,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,4668
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Spicejet,2019-04-12,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Indigo,2019-05-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,4332
Multiple Carriers,2019-05-09,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,34273
Indigo,2019-03-06,Delhi,Cochin,09:10:00,21:00:00,710,1,No Info,14871
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,22:35:00,1525,1,In-flight meal not included,10844
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,In-flight meal not included,10844
Spicejet,2019-04-09,Delhi,Cochin,06:05:00,11:20:00,315,1,No Info,5351
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,20:50:00,860,2,In-flight meal not included,10118
Air India,2019-06-15,Delhi,Cochin,13:20:00,07:40:00,1100,2,No Info,12121
Jet Airways,2019-03-12,Mumbai,Hyderabad,08:15:00,16:35:00,500,2,No Info,23843
Indigo,2019-05-12,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,3943
Indigo,2019-06-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Air India,2019-06-01,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,9929
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,13994
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,16:45:00,1130,1,No Info,12395
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,21:20:00,855,2,No Info,6653
Air India,2019-05-21,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No Info,6528
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,12192
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1,No Info,12692
Air India,2019-05-21,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,10151
Jet Airways,2019-03-21,Banglore,Delhi,20:35:00,07:40:00,665,1,In-flight meal not included,7832
Air Asia,2019-06-21,Banglore,Delhi,11:10:00,13:55:00,165,0,No Info,3383
Spicejet,2019-03-24,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No check-in baggage included,2175
Spicejet,2019-04-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Indigo,2019-03-01,Banglore,Delhi,16:55:00,19:45:00,170,0,No Info,12649
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,19:10:00,575,1,No Info,13067
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,12647
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,In-flight meal not included,2470
Air India,2019-03-09,Banglore,Delhi,21:10:00,23:55:00,165,0,No Info,7591
Jet Airways,2019-06-27,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,13292
Jet Airways,2019-04-21,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4544
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,12681
Indigo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Indigo,2019-03-01,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,7295
Air India,2019-03-21,Banglore,Delhi,11:50:00,23:55:00,725,1,No Info,5092
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,10197
Spicejet,2019-03-09,Kolkata,Banglore,06:55:00,09:35:00,160,0,No Info,4622
Air India,2019-03-06,Delhi,Cochin,13:05:00,09:25:00,1220,2,No Info,12865
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1090,1,In-flight meal not included,8586
Air India,2019-05-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Indigo,2019-05-27,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,5054
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1,In-flight meal not included,7064
Air India,2019-06-06,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No Info,6528
Air India,2019-03-03,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,8588
Jet Airways,2019-03-21,Delhi,Cochin,20:50:00,04:25:00,455,1,In-flight meal not included,9212
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,23:35:00,570,1,In-flight meal not included,10844
Indigo,2019-03-24,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,5694
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1,No Info,12681
